"menuID","menuName","menuDisplayName","menuDescription","categoryID","categoryName","categoryDisplayName","categoryDescription","dishID","dishName","dishPrice","dishType","dishDescription","displayName","printName","tags","isCDNImage","imageCDNID","imageCDNFilename","imageExternalURL"
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","14373bc4","WAX SIGNATURE BREAKFAST","WAX SIGNATURE BREAKFAST","Our most popular choice. Coffee + bite, done right.","93aaf4e7","WAX Morning Duo",8,"standard","Artisan panini & cappuccino from our own roasted beans. The perfect pairing.","WAX Morning Duo","Sandwich+Cappuccino","","TRUE","a1a366d3-577b-4b6c-81d6-4ec6d7697bb1","breakfast_duo.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","14373bc4","WAX SIGNATURE BREAKFAST","WAX SIGNATURE BREAKFAST","Our most popular choice. Coffee + bite, done right.","HieOyOHQQ","WAX Morning Trio",11.5,"standard","The complete breakfast combo: artisan panini, a cappuccino from our own roasted beans, and a glass of freshly squeezed orange juice.","WAX Morning Trio","Sandwich+Cappuccino+Orange juice","","TRUE","58f12176-ff95-41c2-afea-512af5d5c915","breakfast_trio.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","14373bc4","WAX SIGNATURE BREAKFAST","WAX SIGNATURE BREAKFAST","Our most popular choice. Coffee + bite, done right.","FccrFNvGo"," WAX Morning Sweet",11,"standard","Savory meets sweet: sandwich with a cappuccino, finished with our homemade cherry almond tart baked fresh in-house every morning."," WAX Morning Sweet","Sandwich+Cappuccino+Tart","","TRUE","1066ab16-d043-4297-ae76-7ef983b2ce5c","breakfast_sweet.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","14373bc4","WAX SIGNATURE BREAKFAST","WAX SIGNATURE BREAKFAST","Our most popular choice. Coffee + bite, done right.","CPEdRkDbg","WAX Morning Full",14.5,"standard","Everything on the table: artisan sandwich, a cappuccino from our roasted beans, fresh-squeezed orange juice, and a homemade cherry almond tart. The ultimate WaxBrew morning.","WAX Morning Full","WAX Morning Full","","TRUE","89daeb29-df74-4cc8-b058-d786813f9d6c","breakfast_full.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","43233d1c","Espresso",2,"standard","Rich and intense specialty coffee shot. Our own roasted beans. Right done.","Espresso","Espresso","","TRUE","1fd7c668-aa95-4721-a62e-7e56c8cbd1c6","______________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","f9826a74","Double Espresso",2.6,"standard","Double shot for a stronger experience.","Double Espresso","Double Espresso","","TRUE","b8d36f68-5627-4053-ba1a-5f31ad5cb2d9","_________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","953f9a20","Americano",2.6,"standard","Smooth and balanced black coffee.","Americano","Americano","","TRUE","09048f03-2bb1-4469-aab7-b9d52db38b28","_____________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","58594583","Espresso Macchiato",2.6,"standard","Espresso with a touch of steamed milk.","Espresso Macchiato","Espresso Macchiato","","TRUE","4a6c622c-263b-4f32-a6fb-2c17e9a865c9","___________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","dbb79dae","Lungo",2.6,"standard","Espresso extended with more water for a milder taste.","Lungo","Lungo","","TRUE","fd82ab82-637c-4a06-9645-007114ddbcbb","___________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","eac2e5d7","V60 Single Origin",4,"standard","Freshly brewed  V60 coffee. Rotating single origins from Ethiopia and beyond.","V60 Single Origin","V60 Single Origin","","TRUE","9fa94931-cac0-43f1-a5f8-faa7e4a07122","___________pour_over___________1_.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","5ad40060","BLACK COFFEE","BLACK COFFEE","Pure coffee experience. Clean, bold, and precise.","e1027e21","Batch Brew",2.5,"standard","Filter coffee brewed in small batches. Clean and smooth.","Batch Brew","Batch Brew","","TRUE","13350585-33f7-43a3-9118-cc762ee69d31","___________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","8b2219a6","MILK COFFEE","","Creamy, balanced coffee drinks made with our own roasted beans.","3a163aa3","Cortado",3,"standard","Perfect balance of espresso and steamed milk.","",,"","TRUE","4f374d78-de9e-4aea-bd97-bcd20db39ab7","______________________________1_.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","8b2219a6","MILK COFFEE","","Creamy, balanced coffee drinks made with our own roasted beans.","4441538e","Cappuccino",3,"standard","Creamy and balanced. Made with our own roasted beans.","",,"","TRUE","d1f246bc-3fc5-4927-8857-1e0fbdf2ef9a","cappuccino_800x600.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","8b2219a6","MILK COFFEE","","Creamy, balanced coffee drinks made with our own roasted beans.","abd6360b","Flat White",3.5,"standard","Velvety texture with a strong coffee taste.","",,"","TRUE","bac9f874-3e98-417d-b589-878f0b737164","__________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","8b2219a6","MILK COFFEE","","Creamy, balanced coffee drinks made with our own roasted beans.","94529675","Latte",3.5,"standard","Smooth, milky and easy to drink.","",,"","TRUE","a1f31cf2-be57-4d80-98cb-d73a9218ddc9","_____________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","8b2219a6","MILK COFFEE","","Creamy, balanced coffee drinks made with our own roasted beans.","88281d9b","Raf Coffee",4,"standard","Creamy smooth coffee with a sweet velvety texture. Our popular specialty favorite.","",,"","TRUE","a4ffbf23-6f34-4f6a-b1ba-f38871c50fbb","__________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","ab47e125","ICED COFFEE","","Cold, refreshing coffee for warm days in Budva.","275f35c8","Iced Americano",3,"standard","Light and refreshing black coffee over ice.","",,"","TRUE","15670086-e58c-4dab-82cd-b9b701ed397f","____________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","ab47e125","ICED COFFEE","","Cold, refreshing coffee for warm days in Budva.","f6ff587c","Cold Brew",3,"standard","Slow-extracted coffee naturally sweet and smooth. Made with our own roasted beans.","",,"","TRUE","a4d79196-ba8a-4efc-874a-080e7eb90866","______________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","ab47e125","ICED COFFEE","","Cold, refreshing coffee for warm days in Budva.","b7a2dbc5","Espresso Tonic",4,"standard","Sparkling tonic with espresso - crisp, bitter and refreshing.","",,"","TRUE","8dea3e44-d248-4ee8-a560-7b8f624834e2","___________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","ab47e125","ICED COFFEE","","Cold, refreshing coffee for warm days in Budva.","298a4619","Iced Latte",5,"standard","Cold, smooth and refreshing milk coffee.","",,"","TRUE","72e2c3b7-e477-4cbb-bd9b-b4c28799b47a","________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","ab47e125","ICED COFFEE","","Cold, refreshing coffee for warm days in Budva.","c841f1c2","Bumble Coffee",4.5,"standard","Espresso with fresh orange juice - bright, refreshing and unique.","",,"","TRUE","491524fe-a74d-4164-bb1c-7aa7e6f54109","________________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","ab47e125","ICED COFFEE","","Cold, refreshing coffee for warm days in Budva.","eb052523","Apple Bumble",4,"standard","Espresso with apple juice and cinnamon - sweet, seasonal and unique.","",,"","TRUE","b8255f27-9e5b-4f1e-abe9-4b31071a179d","______________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","4a8de83e","Tart",4,"standard","Homemade pastry tart. Freshly made in-house.","",,"","TRUE","e7e891e0-4a78-4ffb-a18d-96275d047ab5","_____________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","eae3e6ff","Lemon Cake",4,"standard","Homemade lemon cake. Light and zesty.","",,"","TRUE","673fea3e-1bc1-44b8-815e-f4f90d453f5a","__________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","3a5b5339","Banana Cake",4,"standard","Homemade banana cake. Moist and comforting.","",,"","TRUE","cda330ea-089f-4983-9945-f4f8a45b29a6","___________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","2e49ff8c","Ant Pie",2.5,"standard","Homemade pie. A local favorite.","",,"","TRUE","fa8ff0cd-7187-4513-a48b-933143c70dbd","_________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","cb4b516e","Cookie Chocolate",1.8,"standard","Rich chocolate chip cookie. Crispy on the outside, soft on the inside.","",,"","TRUE","802c7a76-88f2-4d0e-8b25-3a1ab84339dc","_________________________________________1_.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","6bf91681","Chicken Pesto Panini",5,"standard","Grilled panini with chicken, pesto and melted cheese.","",,"","TRUE","7a323685-28b7-46d6-a9d2-4236fc07c41b","____________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","6c851987","BITES & SWEETS","","Fresh artisan bites and homemade sweets. Perfect with coffee.","128834aa","Tuna Melt Panini",5,"standard","Warm panini with tuna, avocado and melted cheese.","",,"","TRUE","0fc0eb21-bb77-40b2-811c-334e10b8639d","______________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","09aa4461","NOT COFFEE","","Non-coffee drinks for every taste.","1d54a5e8","Fresh Orange Juice",4.5,"standard","Freshly squeezed orange juice.","",,"","TRUE","e00404eb-7354-40cc-afce-12d51e09a950","_________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","09aa4461","NOT COFFEE","","Non-coffee drinks for every taste.","ae49e66b","Matcha Latte",4,"standard","Smooth and energizing green tea latte.","",,"","TRUE","c1e69a74-364d-4325-9002-770a9b2a3f66","___________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","09aa4461","NOT COFFEE","","Non-coffee drinks for every taste.","f2b6753d","Cocoa",3.5,"standard","Rich and comforting hot chocolate drink.","",,"","TRUE","53b99d61-f223-4859-afdd-9fa4dbace84f","______________________________________.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","09aa4461","NOT COFFEE","","Non-coffee drinks for every taste.","8283708e","Sencha Tea",4,"standard","Classic Japanese green tea. Light and refreshing.","",,"","TRUE","271aedf0-212d-44d9-b93c-39c7d1ac0eb4","__________________________________1_.png",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","a9dc7453","Specialty coffee beans","","Single origin and blended specialty beans. Roasted in-house.","a4924405","Ethiopia 250g",17,"standard","Single origin specialty beans from Ethiopia. Bright and fruity.","",,"","TRUE","0fbbcf34-e093-485f-a07f-6b20ee76704c","origins_ethiopia_compressed.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","a9dc7453","Specialty coffee beans","","Single origin and blended specialty beans. Roasted in-house.","63c3b6dd","Colombia 250g",15,"standard","Region: Huila, Colombia · Process: Washed · Altitude: 1700–1900m asl Bright acidity with notes of red apple, caramel and milk chocolate. A crowd-pleaser for filter and espresso alike.","",,"","TRUE","efb420dd-2e6b-4b5a-9d61-be9f70ebcd1d","origins_colombia_hibiscus_compressed.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","a9dc7453","Specialty coffee beans","","Single origin and blended specialty beans. Roasted in-house.","5938221a","Indonesia 250g",17,"standard","Single origin specialty beans from Indonesia. Full body and earthy notes.","",,"","TRUE","1c628464-2794-4881-9e7a-f011f407215b","origins_indonesia_apricot_compressed.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","a9dc7453","Specialty coffee beans","","Single origin and blended specialty beans. Roasted in-house.","89f51819","Brazil Cerrado 250g",10,"standard","Sweet and smooth Brazilian beans. Perfect for espresso.","",,"","TRUE","719eee22-8c7d-4b5a-b9cf-a4c0b7da2350","origins_brazil_toffee_compressed.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","a9dc7453","Specialty coffee beans","","Single origin and blended specialty beans. Roasted in-house.","6eeac53f","Brazil Cerrado 1000g",40,"standard","Sweet and smooth Brazilian beans. Perfect for espresso. Family size.","",,"","TRUE","687432c4-25dc-4e3b-9266-968316c76c0a","resized_image__2_.jpeg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","02d2b5d3","Transient States Feedback EP — Dub Techno Vinyl | WaxBrew Budva",21.8,"standard","Evocative four-track compilation that captures the deep essence of dub techno—equally suited for the dancefloor and for immersive, focused listening. Label veterans Eric Louis, Genning, Osman Oz, SUBMINIMAL (with a Tvardovsky remix), and Etzu Mahkayah all contribute. From the very first listen, the EP draws in discerning ears with its richness and detail. Buy this deep techno vinyl in Budva at WaxBrew — one of the few places to find underground electronic records in Montenegro.","Transient States Feedback EP — Dub Techno Vinyl | WaxBrew Budva","Transient States Feedback EP — Dub Techno Vinyl | WaxBrew Budva","","TRUE","705a210a-0afc-4d77-a5bf-aefccb2be068","MCRV017.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","078277f8","Circuit Breaker EP — Electro & Breakbeat Vinyl | WaxBrew Budva",23.7,"standard","Ultranoise is an ex-rave artist turned DJ and producer known for rich, forward-thinking electro. Circuit Breaker is his statement release on Believe In Records — five tracks fusing raw textures, heavy low-end pressure and industrial aesthetics reimagined through a modern electronic lens. Track titles say it all: Thread Execution Failed, Rebel Code Injection, Transmission Line Corrupted. Limited vinyl pressing. Available at WaxBrew Budva — buy breakbeat and electro vinyl records in Montenegro.","Circuit Breaker EP — Electro & Breakbeat Vinyl | WaxBrew Budva","Circuit Breaker EP — Electro & Breakbeat Vinyl | WaxBrew Budva","","TRUE","af55e53f-3161-41a6-a147-d64f635ee433","BIR004.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","e46786a5","Please Convince Me EP — Dub Techno Vinyl | WaxBrew Budva",21.8,"standard","Four-track acid techno EP that blurs the line between dancefloor energy and experimental sound design. Bold, hypnotic and built for discerning ears. Find this and more acid & techno vinyl records at WaxBrew — Budva's specialty coffee & vinyl destination in Montenegro.","Please Convince Me EP — Dub Techno Vinyl | WaxBrew Budva","Please Convince Me EP — Dub Techno Vinyl | WaxBrew Budva","","TRUE","ba340eea-97c5-4436-b89f-7cd13ab89a1b","MUDX001.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","feb61ba5","En El Proceso EP — Pure Techno Vinyl | WaxBrew Budva",21.8,"standard","Uncompromising pure techno from Lidvall — driving rhythms, industrial pressure and hypnotic groove. A statement release for serious collectors. Available in-store and for pickup order at WaxBrew Budva. One of the few places to buy techno vinyl records in Montenegro.","En El Proceso EP — Pure Techno Vinyl | WaxBrew Budva","En El Proceso EP — Pure Techno Vinyl | WaxBrew Budva","","TRUE","9ab77113-9546-4b65-9b64-38978a3db8b7","KREI001.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","bd07a718","Edita Cutz 001 — Balearic & Nu Disco Vinyl | WaxBrew Budva",21.8,"standard","Credits you don't need. A shared musical memory. Only the recordings remain. The debut release on Edita Cutz — a new label dedicated to balearic, breakbeat and nu disco sounds. Warm, textured and built for both sunlit dancefloors and late-night listening. A rare pressing from an emerging independent. Buy balearic and nu disco vinyl records in Budva at WaxBrew — Montenegro's specialty coffee & vinyl bar on the Adriatic coast.","Edita Cutz 001 — Balearic & Nu Disco Vinyl | WaxBrew Budva","Edita Cutz 001 — Balearic & Nu Disco Vinyl | WaxBrew Budva","","TRUE","1da9e3eb-5bde-49a6-9da5-ac02ab934722","EDITA001.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","44bec043","Don't Trust Snippets EP — Progressive Tech House Vinyl | WaxBrew",21.8,"standard","Finely tuned four-track compilation from NOREPRESS Records — atmospheric breaks, dub-infused tech house and progressive sound design. Each track rewards full attention over surface impressions. Available on vinyl at WaxBrew Budva. Analogue sound, real records, Montenegro","Don't Trust Snippets EP — Progressive Tech House Vinyl | WaxBrew","Don't Trust Snippets EP — Progressive Tech House Vinyl | WaxBrew","","TRUE","6b94cec8-5e42-421b-9cc6-f3eaba74640d","NRP005.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","b3e8d5c8","Robot Says E — Deep Techno & Acid Vinyl | WaxBrew Budva",21.8,"standard","Four tracks connecting the tactile groove of dub tech house with the lucid propulsion of contemporary techno and acid — meticulously assembled for both dancefloor and deep listening. Robot Says E is the debut release on WRSE, a new label focused on the intersection of machine music and human energy. A collector's pick from an emerging independent. Find deep techno and acid vinyl records at WaxBrew — Budva's vinyl shop on the Montenegrin coast.","Robot Says E — Deep Techno & Acid Vinyl | WaxBrew Budva","Robot Says E — Deep Techno & Acid Vinyl | WaxBrew Budva","","TRUE","b66bff7e-7a26-4413-8f2d-e7400da66101","WRSE1.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","1624617f","Panacea EP — Tech House & Breaks Vinyl | WaxBrew Budva",21.8,"standard","Meticulously assembled four-track compilation connecting dub tech house groove with the lucid propulsion of contemporary techno and acid. A collector's pick. Buy tech house vinyl records in Budva at WaxBrew — specialty coffee & vinyl store in Montenegro.","Panacea EP — Tech House & Breaks Vinyl | WaxBrew Budva","Panacea EP — Tech House & Breaks Vinyl | WaxBrew Budva","","TRUE","0f136127-bfcc-4cae-a155-5a6e111e8bcc","TMZ003.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","161d4d61","Say Cheeze! — Deep House & Minimal Vinyl | WaxBrew Budva",21.8,"standard","Potent tech house compilation featuring rising producers Caputi, Osman Öz & SUBMINIMAL, Dawn Gab and Nikdo. Cutting-edge sound, breaks-driven energy.Browse deep house and minimal vinyl at WaxBrew Budva. Order for pickup or visit us in store in Montenegro. ","Say Cheeze! — Deep House & Minimal Vinyl | WaxBrew Budva","Say Cheeze! — Deep House & Minimal Vinyl | WaxBrew Budva","","TRUE","2ba1dab8-adef-41f5-956f-8068a29e8314","PCM003.jpg",""
"2lMdLuyxz","WaxBrew Menu","WaxBrew /Textura Menu","Specialty coffee, vinyl & good vibes. Order ahead for pickup or enjoy at our place in Budva.","085d8cd7","Vinyll / Records","","Good music deserves good coffee. Browse our picks below - full vinyl selection available in store at WaxBrew Budva.","666996d2","Doomed Stalker EP — Electro & Broken Beat Vinyl | WaxBrew Budva",21.8,"standard","Electrosoul System is a drum & bass legend drawing from decades of broken-beat experience. Dawn Razor brings mutant vibes and a distinct edge. Together on Believe In Records — the label that also released Ultranoise's Circuit Breaker — they deliver four tracks of unique rhythmic bass music, rounded out with a remix by Kontext (aka Dissident). Praised by Horse Meat Disco and Colin Dale. A must for serious collectors. Buy electro and broken beat vinyl in Budva at WaxBrew.","Doomed Stalker EP — Electro & Broken Beat Vinyl | WaxBrew Budva","Doomed Stalker EP — Electro & Broken Beat Vinyl | WaxBrew Budva","","TRUE","81dd4b74-e63f-49bc-a151-665aa32ba7fd","BIR003.jpg",""